source name	characteristics[organism]	characteristics[organism part]	characteristics[sampling site]	characteristics[cell line]	characteristics[cellosaurus]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[individual]	Material Type	assay name	comment[file uri]	comment[proteomics data acquisition method]	comment[fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[fraction identifier]	comment[MS1 scan range]	comment[MS2 scan range]	comment[technical replicate]	comment[data file]	factor value[cell line]
PXD013658-Sample-1	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	1	not available	cell line	run 1	http://download.iprox.org/IPX0003695000/IPX0003695002/200ng_Hela_DIA_Slot2-33_1_628.mzML	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=timsTOF Pro;AC=MS:1003005	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	100m/z-1250m/z	100m/z-1250m/z	1	G_D190220_S467-570CSH17-60cm-GradientRamp-Hela-2ug-2h_MHRM_R01_T0.raw	HeLa
PXD013658-Sample-1	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	1	not available	cell line	run 2	http://download.iprox.org/IPX0003695000/IPX0003695002/200ng_Hela_DIA_Slot2-33_1_629.mzML	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=timsTOF Pro;AC=MS:1003005	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	100m/z-1250m/z	100m/z-1250m/z	2	G_D190220_S467-570CSH17-60cm-GradientRamp-Hela-2ug-2h_MHRM_R02_T0.raw	HeLa
PXD013658-Sample-1	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	1	not available	cell line	run 3	http://download.iprox.org/IPX0003695000/IPX0003695002/200ng_Hela_DIA_Slot2-33_1_628.mzML	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=timsTOF Pro;AC=MS:1003005	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	100m/z-1250m/z	100m/z-1250m/z	3	G_D190220_S467-570CSH17-60cm-GradientRamp-Hela-2ug-2h_MHRM_R03_T0.raw	HeLa
PXD013658-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	2	not available	cell line	run 4	http://download.iprox.org/IPX0003695000/IPX0003695002/200ng_Hela_DIA_Slot2-33_1_629.mzML	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=timsTOF Pro;AC=MS:1003005	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	100m/z-1250m/z	100m/z-1250m/z	1	G_D190220_S467-570CSH17-60cm-GradientRamp-Hela-2ug-4h_MHRM_R01_T0.raw	HeLa
PXD013658-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	2	not available	cell line	run 5	http://download.iprox.org/IPX0003695000/IPX0003695002/200ng_Hela_DIA_Slot2-33_1_628.mzML	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=timsTOF Pro;AC=MS:1003005	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	100m/z-1250m/z	100m/z-1250m/z	2	G_D190220_S467-570CSH17-60cm-GradientRamp-Hela-2ug-4h_MHRM_R02_T0.raw	HeLa
PXD013658-Sample-2	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	2	not available	cell line	run 6	http://download.iprox.org/IPX0003695000/IPX0003695002/200ng_Hela_DIA_Slot2-33_1_629.mzML	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=timsTOF Pro;AC=MS:1003005	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	100m/z-1250m/z	100m/z-1250m/z	3	G_D190220_S467-570CSH17-60cm-GradientRamp-Hela-2ug-4h_MHRM_R03_T0.raw	HeLa
PXD013658-Sample-3	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	3	not available	cell line	run 7	http://download.iprox.org/IPX0003695000/IPX0003695002/200ng_Hela_DIA_Slot2-33_1_628.mzML	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=timsTOF Pro;AC=MS:1003005	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	100m/z-1250m/z	100m/z-1250m/z	1	G_D190220_S467-570CSH17-60cm-GradientRamp-Hela-2ug-6h_MHRM_R01_T0.raw	HeLa
PXD013658-Sample-3	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	3	not available	cell line	run 8	http://download.iprox.org/IPX0003695000/IPX0003695002/200ng_Hela_DIA_Slot2-33_1_629.mzML	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=timsTOF Pro;AC=MS:1003005	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	100m/z-1250m/z	100m/z-1250m/z	2	G_D190220_S467-570CSH17-60cm-GradientRamp-Hela-2ug-6h_MHRM_R02_T0.raw	HeLa
PXD013658-Sample-3	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	3	not available	cell line	run 9	http://download.iprox.org/IPX0003695000/IPX0003695002/200ng_Hela_DIA_Slot2-33_1_628.mzML	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=timsTOF Pro;AC=MS:1003005	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	100m/z-1250m/z	100m/z-1250m/z	3	G_D190220_S467-570CSH17-60cm-GradientRamp-Hela-2ug-6h_MHRM_R03_T0.raw	HeLa
PXD013658-Sample-4	Homo sapiens	cervix	Uterus	HeLa	CVCL_0030	African American	30Y6M	Female	Human papillomavirus-related cervical adenocarcinoma	epithelial	adult	4	not available	cell line	run 10	http://download.iprox.org/IPX0003695000/IPX0003695002/200ng_Hela_DIA_Slot2-33_1_629.mzML	NT=Data-Independent Acquisition;AC=NCIT:C161786	NT=High-performance liquid chromatography;AC=PRIDE:0000565	NT=Trypsin;AC=MS:1001251	NT=timsTOF Pro;AC=MS:1003005	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;TA=Any N-term;AC=UNIMOD:1	AC=MS:1002038;NT=label free sample	40 ppm	40 ppm	1	100m/z-1250m/z	100m/z-1250m/z	1	G_D190220_S467-570CSH17-60cm-GradientRamp-Hela-2ug-8h_MHRM_R01_T0.raw	HeLa
